O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id16_id9_0013.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id6_id0_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id1_id0_0004.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id8_id9_0002.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id2_id16_0009.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id17_id9_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id3_id9_0008.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id17_id16_0000.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id6_id0_0006.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id1_id6_0006.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id17_id1_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id17_id3_0004.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id6_id17_0004.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id4_id1_0000.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id17_id1_0007.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id6_id0_0000.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id12_id10_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id16_id6_0010.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id4_id1_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id0_id17_0002.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id7_id11_0002.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id16_id1_0010.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id10_id12_0002.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id2_id16_0004.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id4_id2_0009.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id16_id0_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id16_id0_0006.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id0_id6_0000.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id16_id9_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id2_id17_0008.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id7_id13_0004.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id6_id9_0005.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id8_id3_0007.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id6_id16_0009.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id4_id3_0001.mp4,0
O:\Documents\MSc\Dissertation\Application\CNN-LSTM-Model\Output\Fake\id1_id9_0002.mp4,0
